Autor,Título,Área do Conhecimento,Tipo Documento,Unidade,Ano,Link
"Ferreira, Luísa Moraes Abreu",Penas iguais para crimes iguais? um estudo da individualização da pena a partir de...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-09122014-074604/?&lang=pt-br
"Ferreira, Marina Lima","Academia, pena e prisão na cidade de São Paulo (1822-1930)",Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-06052021-205928/?&lang=pt-br
"Filippo, Thiago Baldani Gomes De",Proporcionalidade legislativa penal : propostas para o aperfeiçoamento dos tipos...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-30032021-145151/?&lang=pt-br
"Fogal, Silvana Monteiro da Silva",A racionalidade manifesta nas ideias dos magistrados paulistas sobre a punição dos...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-04122020-143701/?&lang=pt-br
"Freitas, Viviane de Andrade",Reflexões sobre as sanções penais e ético-disciplinares aplicadas ao médico,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-22102020-233650/?&lang=pt-br
"Fuziger, Rodrigo José",Ao arbítrio de Ananke : por uma revisão do conceito de autodeterminação no direito...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-30102020-142848/?&lang=pt-br
"Fuziger, Rodrigo José",As faces de Jano: o simbolismo no direito,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-27102016-094544/?&lang=pt-br
"Garcia, Iberê Anselmo",A segurança na identificação: a biometria da íris e da retina,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-24062010-084048/?&lang=pt-br
"Gomes Junior, João Florencio de Salles",O crime de apropriação indébita no direito penal brasileiro,Direito Penal,Tese de Doutorado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-18112016-115744/?&lang=pt-br
"Gontijo, Conrado Almeida Corrêa",Lobby: estudo de direito comparado e necessidade de regulamentação do instituto no...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-07082020-143557/?&lang=pt-br
"Gontijo, Conrado Almeida Corrêa",O crime de corrupção no setor privado: estudo de direito comparado e a necessidade...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-09112015-142533/?&lang=pt-br
"Gorga, Maria Luiza",A função da memória na aplicação do Direito Penal,Direito Penal,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-13082020-231234/?&lang=pt-br
"Gorga, Maria Luiza",Minimizando riscos - compliance penal para o profissional da medicina,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-29072016-153138/?&lang=pt-br
"Grandis, Rodrigo de",O delito de infidelidade patrimonial e o Direito Penal Brasileiro,Direito Penal,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-06112020-131159/?&lang=pt-br
"Grandis, Rodrigo De",A imputação nas organizações empresariais,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-21082017-113636/?&lang=pt-br
"Guadanhin, Gustavo de Carvalho",O princípio da insignificância nos delitos contra a Administração Pública no ordenamento...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-19112020-152443/?&lang=pt-br
"Guimarães, Marcello Ovidio Lopes",Eutanásia: novas considerações penais,Direito Penal,Tese de Doutorado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-07072010-151229/?&lang=pt-br
"Hamud, Maria Isabel Lima",Autonomia e protagonismo do sujeito condenado à pena privativa de liberdade,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-03052021-030808/?&lang=pt-br
"Ifanger, Fernanda Carolina de Araujo",A intolerância ao diferente: o problema do bullying escolar,Direito Penal,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-12122014-092730/?&lang=pt-br
"Ishiy, Karla Tayumi",A desconstrução da criminalidade feminina,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-11022015-082103/?&lang=pt-br
"Kassada, Daiane Ayumi",Concorrência normativa no direito penal: reflexões à luz dos crimes ambientais,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-04052021-010345/?&lang=pt-br
"Kassama, Alexandre Gonçalves",Leituras da modernidade no funcionamento radical: da teoria dos sistemas à pós-m...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-17122015-113802/?&lang=pt-br
"Kozikoski, Anne Carolina Stipp Amador",Limites da intervenção penal no mercado de valores: análise do uso de informação...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-24072020-004717/?&lang=pt-br
"Lacava Filho, Nelson",Legitimidade do Direito Penal Militar no Estado Democrático de Direito: hierarquia...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-08092020-024654/?&lang=pt-br
"Lago, Natasha do",Corrupção e extraterritorialidade: uma análise da condição de dupla incriminação,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-04122020-025946/?&lang=pt-br
"Leques, Rossana Brum",O consentimento do ofendido como excludente do tipo no direito penal brasileiro,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-03102017-103035/?&lang=pt-br
"Leuterio, Alex Pereira",Criminal compliance em indústrias farmacêuticas: mecanismos de prevenção à criminalidade...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-14082020-002057/?&lang=pt-br
"Lima, Flávio Augusto Fontes de",Justiça terapêutica: em busca de um novo paradigma,Direito Penal,Tese de Doutorado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-09062011-142923/?&lang=pt-br
"Loureiro, Antônio Carlos Tovo",Perfil do estelionato contratual no ordenamento jurídico-penal brasileiro,Direito Penal,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-26082015-113642/?&lang=pt-br
"Louveira, Leopoldo Stefanno Gonçalves Leone",A esfera da vida privada do cidadão como limite à interferência do direito penal:...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-10012014-154631/?&lang=pt-br
"Luca, Heloiza Meroto de",A política criminal como critério teleológico da dogmática penal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-21112011-102030/?&lang=pt-br
"Luz, Ilana Martins",A responsabilidade penal por omissão e os programas de compliance,Direito Penal,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-15032021-232238/?&lang=pt-br
"Machado, Talita Ferreira Alves",Criança vítima de pedofilia: fatores de risco e danos sofridos,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-13022014-111701/?&lang=pt-br
"Marangoni, Thalita Gonçalves",Transexualismo e a cirurgia de transgenitalização,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-14122015-093552/?&lang=pt-br
"Maranhão, Douglas Bonaldi",A disciplina na execução da pena: análise das normativas penitenciárias à realidade...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-30032021-144633/?&lang=pt-br
"Marin, Gustavo de Carvalho",Teoria social e crítica do Direito Penal: o problema do reconhecimento da vítima,Direito Penal,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-07082020-154354/?&lang=pt-br
"Marin, Gustavo de Carvalho",Verificação da proporcionalidade na interpretação do direito penal: análise da aplicação...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-17122015-082357/?&lang=pt-br
"Marinho, Renato Silvestre",Vida e consentimento: o tratamento da eutanásia no Direito Penal,Direito Penal,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-15032021-164704/?&lang=pt-br
"Marinho, Renato Silvestre",Princípio da autorresponsabilidade no direito penal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-01082017-145305/?&lang=pt-br
"Martinelli, João Paulo Orsini",Paternalismo jurídico-penal,Direito Penal,Tese de Doutorado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-27012011-113618/?&lang=pt-br
"Massariol, Alexandre",Bioética e mistanásia: morte social e prospectos mitigadores,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-03052021-020838/?&lang=pt-br
"Matos, Erica do Amaral","Cárcere e trabalho: significações, contradições e ambivalências",Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-03072020-154439/?&lang=pt-br
"Nader Neto, Jorge Miguel",Comportamento do acusado no processo e consequências penais,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-19112020-145918/?&lang=pt-br
"Nascimento, Elisa Gattás Fernandes do",A tutela penal dos direitos autorais,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-06112015-155551/?&lang=pt-br
"Nascimento, Philippe Alves do",O papel do compliance officer e a relevância penal da omissão,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-02102020-142209/?&lang=pt-br
"Naves, José Paulo Micheletto",Assessoriedade administrativa e erro no direito penal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-01102020-203537/?&lang=pt-br
"Neisser, Fernando Gaspar",A responsabilidade subjetiva na improbidade administrativa: um debate pela perspectiva...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-08092020-025053/?&lang=pt-br
"Neisser, Fernando Gaspar",Crimes eleitorais e controle material da propaganda eleitoral: necessidade e utilidade...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-08122014-163134/?&lang=pt-br
"Neves, Heidi Rosa Florencio",Direito administrativo sancionador e o crime de insider trading,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-18112016-105900/?&lang=pt-br
"Oliveira, Ana Carolina Carlos de",Direito de intervenção e direito administrativo sancionador: o pensamento de Hassemer...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-13082013-112549/?&lang=pt-br
"Oliveira, Bianca Cesário de",O parto anônimo e seu impacto no direito penal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-23102020-001147/?&lang=pt-br
"Oliveira, João Guilherme Silva Marcondes de",Do caráter aberto dos tipos penais: revisão de uma dicotomia,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-02082011-112356/?&lang=pt-br
"Oliveira, Luiz Rogério Monteiro de","A confissão em juízo: características, vícios e sua valoração",Direito Penal,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-04102017-085858/?&lang=pt-br
"Oliveira, Luiz Rogério Monteiro de",Os laudos periciais nas ações judiciais por erro médico: uma análise crítica,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-03042013-082111/?&lang=pt-br
"Oliveira, Márcia de Freitas",O princípio da humanidade das penas e o alcance da proibição constitucional de penas...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-20032015-152711/?&lang=pt-br
"Ortiz, Mariana Tranchesi",Concurso de agentes nos delitos especiais,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-17082011-154535/?&lang=pt-br
"Paiva, Luiz Guilherme Mendes de","Populismo Penal no Brasil: do modernismo ao antimodernismo penal, de 1984 a 1990",Direito Penal,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-31012017-162325/?&lang=pt-br
"Pancheri, Ivanira",Biopirataria: reflexões sobre um tipo penal,Direito Penal,Tese de Doutorado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-09102014-141846/?&lang=pt-br
"Papa, Douglas de Barros Ibarra",O bem jurídico-penal como padrão crítico e critério legitimador das incriminações...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-09102014-151037/?&lang=pt-br
"Paschoal, Luana",A conduta social e a personalidade do agente na fixação da pena,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-08082016-144318/?&lang=pt-br
"Paschoal, Nohara",O estupro: uma perspectiva vitimológica,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-08082016-143856/?&lang=pt-br
"Pascolati Junior, Ulisses Augusto",Os atuais crimes de posse e sua legitimidade: o exemplo do art. 41-B do Estatuto...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-14082020-142648/?&lang=pt-br
"Pedrina, Gustavo Mascarenhas Lacerda",A violação da privacidade e da intimidade por atores privados na internet,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-11122020-013334/?&lang=pt-br
"Pereira, Daniel de Menezes",Aspectos históricos e atuais da perícia médico legal e suas possibilidades de ev...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-17122013-081615/?&lang=pt-br
"Peter Filho, Jovacy",Reintegração social: um diálogo entre a sociedade e o cárcere,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-02052012-153744/?&lang=pt-br
"Pinto, Nathália Regina",A importância dos marcos regulatórios na prevenção à criminalidade econômica,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-24102016-095300/?&lang=pt-br
